Person,Country,Age,ID_Organisation,ID_Catalog
Oscar Brown,Sweden,26,305,43
Xavier Gallagher,Japan,35,172,403
Ursula Lewis,Ukraine,45,487,172
George Walker,Canada,52,62,85
Nina Martin,Austria,38,490,337
Alice Martin,Poland,66,212,401
Yvonne King,France,16,363,78
Quentin Rodriguez,Ukraine,54,36,36
Charlie Allen,Italy,32,15,47
Laura Brown,Australia,64,450,47
Kevin White,Mexico,35,238,475
Wendy Thompson,Russia,50,34,458
Alice Thomas,Norway,33,448,267
Rachel Moore,Belgium,53,375,222
Quentin Clark,UK,19,363,350
Ian Lee,Poland,35,195,15
Kevin Allen,China,80,491,189
Julia Young,Denmark,51,49,444
George Moore,Australia,29,55,66
Fiona Costanza,Japan,54,135,286
Rachel Harris,India,69,217,259
Alice Gallagher,Poland,63,138,472
Rachel Jackson,Arizona,58,421,415
Fiona Martin,Norway,78,20,422
Alice White,Belgium,33,269,359
Julia Thomas,Switzerland,34,319,329
Alice Allen,Russia,27,219,23
Wendy Lee,Belgium,38,315,352
Helen Lewis,Poland,71,47,100
Mike Davis,Poland,29,5,463
Yvonne Williams,Sweden,79,133,322
Ursula Lewis,Australia,31,409,77
Bob Lee,Belgium,81,399,198
Alice Brown,India,75,433,351
Kevin Thompson,Russia,62,186,403
Kevin Harris,Canada,40,295,351
Julia Moore,Belgium,55,458,210
Wendy Lee,Japan,52,428,173
Oscar Clark,Finland,16,297,173
Diana Lee,UK,56,306,317
Yvonne Brown,Norway,64,10,437
George Hunt,Denmark,67,392,422
Ethan Young,Ukraine,28,29,120
Diana White,Brazil,19,261,240
Zachary Brown,Brazil,45,1,435
Fiona Anderson,Belgium,77,474,246
Nina Hall,Belgium,73,375,3
Nina Thomas,Russia,23,261,28
Tina Hall,Japan,16,241,336
Ethan Lewis,South Africa,79,88,91
Julia King,Argentina,59,180,60
Kevin Walker,Arizona,20,481,104
Ian Costanza,South Korea,27,225,414
Charlie Hall,Germany,22,120,335
Ursula Jackson,India,21,172,452
Rachel Keller,India,55,429,304
Ian Keller,India,52,252,192
Alice Martin,Sweden,67,461,286
Kevin Costanza,Netherlands,80,205,370
George Harris,India,48,346,41
Charlie Wright,Finland,33,183,215
Ian Wright,China,67,182,481
Alice Martin,South Korea,43,362,117
Bob White,South Korea,23,385,371
Mike Lewis,South Africa,63,52,142
Quentin Hunt,Denmark,38,234,73
Kevin Martin,Brazil,47,19,32
Steve Wright,Australia,35,143,442
Yvonne Davis,Russia,76,243,61
Laura White,Switzerland,70,481,252
Helen Prince,China,53,485,81
Zachary Davis,China,59,68,53
Yvonne Allen,Spain,71,382,308
Helen Martin,USA,79,21,241
George Lee,Finland,62,52,120
Charlie Williams,Brazil,84,220,395
Rachel Clark,South Africa,40,171,305
Julia Prince,Australia,44,5,344
Zachary Moore,Norway,64,389,231
Julia Jackson,Brazil,75,486,370
Paula Brown,Austria,48,80,70
Laura Martin,Sweden,81,398,187
Charlie Martin,UK,41,57,80
Charlie King,Russia,54,136,68
Xavier Costanza,Russia,55,170,431
Ian Brown,Brazil,33,245,366
Ian Prince,Ukraine,48,222,129
Fiona Hunt,Finland,63,291,72
Ethan Moore,Japan,39,500,323
Bob Moore,Israel,51,41,344
Diana Thomas,Argentina,65,84,312
Victor Allen,India,81,429,97
Ethan Walker,Namibia,52,166,99
Quentin Prince,Spain,31,464,322
Nina Martin,Germany,50,357,7
Wendy King,UK,44,377,217
Rachel Young,Arizona,21,34,241
Ethan Davis,Finland,27,273,442
Ian Walker,Puerto Rico,52,133,408
Alice Brown,Germany,56,130,352
Helen Walker,Russia,36,66,84
Wendy Martin,Israel,39,114,80
Oscar Gallagher,Israel,55,399,352
Ursula Hall,Norway,20,451,490
Helen Clark,Sweden,54,247,218
Ursula Anderson,Poland,39,364,461
George Hunt,Poland,41,373,243
Paula Walker,South Korea,39,81,328
Nina King,Arizona,24,195,148
Rachel Anderson,Brazil,60,63,147
Laura Thomas,Austria,33,200,21
Kevin Jackson,India,80,487,186
Laura White,Namibia,59,293,302
Diana Young,Argentina,23,113,477
Ian Moore,Puerto Rico,48,141,382
Tina Lewis,Norway,58,109,361
Tina King,China,31,386,443
Zachary Davis,India,22,413,273
George Hunt,Russia,39,54,438
Yvonne Martin,China,73,215,72
Laura Davis,Puerto Rico,42,431,348
Diana Walker,UK,34,407,327
Victor Lee,Argentina,47,112,49
Ethan Martin,Poland,34,335,257
Diana Williams,Germany,72,146,411
Yvonne Lee,China,25,461,5
Laura Anderson,Argentina,53,19,141
Zachary Keller,Germany,23,278,478
Mike Martin,Belgium,58,266,489
Ursula Davis,Poland,42,319,128
Mike Hunt,Australia,46,395,124
Tina Costanza,Denmark,51,397,220
Steve White,South Africa,55,221,475
Laura Allen,Australia,17,186,154
Quentin Rodriguez,Argentina,62,27,240
George Hunt,Finland,75,308,45
Nina Gallagher,Germany,77,461,245
Fiona Martin,Canada,62,96,108
Ethan Brown,Austria,69,75,232
Ethan Jackson,France,78,6,36
Ethan King,France,17,437,282
Julia Brown,China,62,480,465
Quentin Clark,Spain,32,75,246
Ethan Hall,Israel,81,165,304
Tina Keller,Japan,79,264,450
Kevin Clark,China,80,422,339
Paula Costanza,South Africa,22,180,120
Rachel Harris,China,67,225,234
Bob Hall,Switzerland,77,456,323
George Thompson,Austria,76,422,73
Rachel Brown,Switzerland,68,227,452
Diana Allen,Mexico,67,380,190
Alice Davis,Netherlands,40,173,248
Quentin Hunt,Netherlands,41,328,316
Ian Lee,Puerto Rico,20,474,278
Helen Thomas,Germany,71,78,193
Ethan Lee,Finland,45,203,160
Julia Davis,South Africa,84,438,243
Zachary Moore,Arizona,53,174,292
Xavier Lewis,South Africa,31,257,275
Helen Harris,Namibia,16,278,298
Quentin Clark,Germany,40,86,11
Oscar Lee,Denmark,52,150,371
Quentin King,Japan,76,426,182
Laura Hunt,Ukraine,45,308,495
Charlie Walker,Netherlands,60,165,71
Kevin Williams,UK,40,27,279
Steve Allen,Puerto Rico,41,496,376
Paula Martin,Germany,38,241,494
Quentin Moore,Germany,41,493,443
Helen Hunt,Italy,59,448,471
Quentin King,Sweden,67,107,21
George Allen,Canada,81,423,177
Quentin Young,South Africa,75,139,115
Ursula Harris,UK,53,258,351
Tina Clark,Argentina,46,124,201
Ethan Young,Italy,72,375,467
Kevin Williams,South Africa,21,353,303
Julia Allen,Puerto Rico,24,274,412
Quentin Clark,USA,65,345,320
Ursula Allen,Norway,25,434,499
Helen Davis,Italy,51,84,290
Nina Thompson,Switzerland,17,229,130
Mike Wright,Denmark,42,276,500
Mike Thomas,Denmark,25,32,460
Xavier Thompson,China,37,232,234
Tina Anderson,Italy,76,218,167
Kevin Clark,Namibia,32,113,457
Tina Davis,Belgium,34,248,18
Julia Lee,China,52,490,329
Diana Clark,Finland,69,434,66
Helen Keller,Sweden,84,431,461
Victor Keller,Italy,67,256,92
Steve Brown,France,46,232,72
Victor Thomas,India,23,379,339
Steve Hall,Mexico,31,372,314
Laura Davis,Switzerland,22,251,153
Kevin White,Australia,20,326,5
George White,Spain,18,490,188
Paula Walker,France,41,298,350
Ethan Hall,Australia,69,124,409
Xavier Williams,Sweden,22,255,259
Yvonne Keller,India,24,431,329
Nina Wright,Mexico,34,373,311
Ian King,Austria,28,76,323
Laura Walker,India,84,340,339
Diana Allen,Spain,40,98,401
Diana Hall,Belgium,19,423,102
Alice Rodriguez,Netherlands,63,207,124
Victor Davis,Russia,53,464,12
Fiona Young,China,60,108,26
Quentin Wright,USA,52,29,83
Oscar Martin,Japan,75,457,251
Rachel Prince,Spain,81,302,128
Helen Hunt,India,51,480,192
Ian Hunt,Australia,42,343,338
Charlie Young,China,79,265,57
Mike Gallagher,Italy,51,489,82
Paula Martin,Finland,71,174,225
Bob Moore,South Africa,35,35,353
Ian Prince,Belgium,43,443,161
Alice Hall,Canada,24,146,96
Charlie Williams,Denmark,31,63,437
Ian Davis,France,65,491,145
Kevin Jackson,Namibia,39,4,13
Victor Lewis,Mexico,24,355,66
Zachary Anderson,Mexico,61,64,193
Diana Lee,Israel,68,171,127
Zachary Thompson,USA,35,112,382
Quentin Hall,China,82,421,121
Zachary Gallagher,India,37,386,377
Helen Allen,Denmark,72,226,430
Bob Lee,Finland,42,444,153
Ethan White,Japan,79,31,63
George Wright,Poland,80,274,438
Charlie Hall,Spain,31,192,192
Yvonne White,Canada,49,287,296
Tina Keller,USA,80,242,64
George Williams,China,67,47,448
Rachel Clark,UK,55,395,483
Yvonne Davis,China,39,455,444
Charlie Hall,Canada,65,63,26
Steve Hall,USA,70,354,61
Alice Allen,Canada,65,242,137
Nina Allen,China,72,262,13
George Thomas,Switzerland,29,224,410
Helen Young,Sweden,54,279,121
Laura White,Arizona,55,296,16
Rachel Jackson,Arizona,54,455,250
Charlie Moore,Arizona,29,164,172
Nina Thomas,Argentina,64,130,121
Ethan Hunt,Mexico,66,301,198
Helen Prince,China,57,472,273
Tina Lee,Belgium,16,301,316
George Allen,Spain,65,104,129
George Brown,Australia,71,81,10
Julia Clark,Canada,48,11,58
Zachary White,Australia,24,231,393
George Rodriguez,Italy,22,35,338
Quentin Lee,Arizona,46,380,106
Wendy Walker,Netherlands,52,405,245
Diana Jackson,Spain,59,286,486
Steve Lee,Austria,76,451,424
Helen Lee,Germany,40,53,387
Mike Lewis,Arizona,38,430,267
Diana Rodriguez,Namibia,63,330,443
Rachel Anderson,France,74,124,406
Julia Keller,Russia,18,467,477
Zachary Hall,Norway,73,359,109
Ian Harris,Argentina,71,363,237
Kevin Hall,China,23,48,169
Wendy Allen,South Korea,35,456,341
Ethan Hall,India,21,318,492
Xavier White,Finland,76,234,450
Ursula Wright,Spain,20,454,440
Alice Young,Poland,45,213,399
Rachel Wright,Argentina,22,284,296
Nina Anderson,India,56,468,366
Yvonne Keller,Netherlands,20,53,277
Paula Moore,Belgium,73,357,41
Fiona Wright,South Africa,48,374,40
Charlie White,India,16,496,316
Diana Hunt,India,23,413,228
George Harris,Austria,38,27,498
Nina Walker,Australia,79,65,133
Ian Thompson,USA,70,241,134
Laura Williams,Puerto Rico,24,222,75
Helen Lewis,Australia,61,69,223
Victor White,Finland,58,355,324
Oscar Jackson,Arizona,68,456,341
Quentin Prince,Italy,36,430,437
Bob Brown,Norway,69,430,165
Victor Jackson,Norway,47,25,384
Victor Anderson,UK,77,409,369
Ian Costanza,Sweden,83,235,81
Victor Thompson,USA,76,335,463
Laura Lee,Sweden,45,181,318
Ursula Gallagher,South Korea,37,100,286
Julia Anderson,Canada,47,353,78
Rachel Lewis,USA,28,381,242
Charlie Brown,Austria,41,250,269
Charlie Allen,Italy,85,221,268
Zachary Lewis,Brazil,85,109,300
Victor Allen,Ukraine,49,98,142
Ursula Jackson,India,25,69,428
Rachel Thomas,Germany,43,389,260
Ian King,Germany,63,283,450
Quentin Thompson,USA,48,445,315
Xavier Davis,Switzerland,30,281,334
Oscar Keller,Canada,45,379,99
Kevin Prince,Ukraine,22,316,213
Ethan Costanza,Brazil,55,140,14
Victor White,Brazil,85,121,125
George Costanza,Arizona,82,250,105
Victor Hall,India,57,382,269
Alice Jackson,Spain,83,309,354
Kevin Lewis,Namibia,24,145,489
Quentin Rodriguez,USA,57,484,315
Kevin Davis,Norway,59,211,250
Ian Harris,Israel,33,433,450
Fiona Thompson,Switzerland,22,20,213
Helen Harris,South Korea,75,20,143
Zachary Clark,China,23,151,428
Ethan Clark,France,50,475,343
Rachel Lee,China,34,318,150
Ursula Anderson,Arizona,70,110,101
Ursula Hall,Puerto Rico,78,396,309
Steve Keller,Namibia,18,477,131
Yvonne Thompson,France,30,125,431
Bob Costanza,Puerto Rico,71,441,6
Ian Lewis,China,28,378,253
Tina Lewis,Puerto Rico,18,403,170
Oscar Lewis,Arizona,43,52,11
Quentin Brown,Netherlands,78,381,36
Helen Martin,Spain,39,465,163
Laura Moore,Argentina,52,37,289
Bob Keller,Australia,32,69,38
Diana Keller,Namibia,81,219,316
Ursula Young,Japan,67,222,443
Bob Moore,USA,55,41,354
Yvonne Lewis,Poland,79,82,394
Ian Davis,Belgium,59,380,260
Victor Walker,Mexico,60,358,408
George Young,Denmark,81,339,38
Ursula Brown,Norway,41,374,447
Julia Williams,Finland,44,151,255
Julia Lewis,Netherlands,43,22,352
Rachel Davis,Germany,76,372,319
Steve Wright,India,50,182,208
Laura Davis,India,19,430,241
Victor Gallagher,Denmark,74,426,154
Victor Jackson,Brazil,44,315,193
Ethan Jackson,Russia,72,447,282
Bob Walker,Netherlands,77,51,163
Fiona Hunt,Arizona,46,247,438
Wendy Gallagher,Canada,68,103,462
Yvonne Clark,South Africa,30,479,240
Diana Harris,Japan,40,388,281
George Jackson,Argentina,29,403,253
Quentin Prince,UK,61,79,153
Ursula Jackson,USA,40,161,233
Ursula Rodriguez,Sweden,62,160,92
Charlie King,Italy,41,451,492
Ursula King,Ukraine,76,317,406
Mike Davis,Israel,49,152,12
Alice Jackson,Puerto Rico,78,310,281
Julia Keller,Russia,59,88,84
Paula Allen,Russia,30,7,348
Oscar Thomas,South Africa,60,175,480
Alice Harris,Finland,46,5,92
Ursula Williams,UK,70,276,384
Mike Wright,Norway,36,97,81
Alice Thomas,Canada,18,329,148
Fiona Hunt,South Africa,75,462,423
Bob Anderson,Spain,82,481,152
Quentin Jackson,Germany,25,103,207
Paula Hunt,South Korea,59,11,288
Tina Keller,Australia,22,434,12
Quentin Jackson,Arizona,57,75,34
Steve Keller,Spain,65,311,153
Ian Hall,Denmark,55,113,51
Bob Hunt,Italy,33,14,289
Paula Martin,Ukraine,82,110,323
Laura Moore,Italy,76,456,267
Yvonne Martin,Canada,17,267,380
Tina Gallagher,Puerto Rico,79,316,99
Ian Rodriguez,Sweden,38,292,130
Quentin Williams,India,49,73,206
Quentin Lee,USA,31,230,181
Alice Prince,Puerto Rico,77,179,143
Oscar White,France,44,331,39
Nina Walker,Namibia,31,184,235
George Martin,South Africa,55,372,8
Victor Lee,Belgium,16,60,90
Bob Williams,Sweden,18,493,443
Quentin Walker,Italy,74,374,30
Victor Thomas,Arizona,67,174,493
Tina Jackson,South Korea,52,459,20
Rachel Rodriguez,Namibia,58,453,6
George Wright,India,36,35,470
Zachary Lewis,Sweden,19,158,442
Charlie Rodriguez,UK,82,335,153
Rachel Hunt,Belgium,18,366,365
Julia Martin,Spain,23,416,401
Rachel Moore,India,55,113,72
Fiona Prince,Finland,66,119,405
Julia Costanza,India,69,436,258
Ethan Walker,Norway,32,422,125
Quentin Prince,Ukraine,52,243,158
George Allen,Spain,61,491,167
Zachary Thompson,Norway,56,122,404
Quentin Keller,Finland,19,224,467
Laura Allen,Mexico,25,97,406
Steve Williams,China,51,447,129
Helen Hunt,India,32,354,396
Bob Gallagher,Canada,39,64,396
Ethan Keller,Arizona,17,337,118
Ethan Walker,Canada,83,257,499
Rachel Lee,China,23,348,93
Victor Young,South Africa,19,30,326
Laura Hunt,Germany,70,434,390
Diana Williams,Argentina,52,56,450
Bob Wright,Denmark,79,243,352
Ursula Thompson,Ukraine,40,458,72
Helen Rodriguez,Austria,40,341,328
Paula Moore,Sweden,67,375,152
Ethan Prince,Arizona,85,172,365
Victor Moore,Spain,37,264,369
Victor Williams,South Africa,44,203,309
Charlie Thompson,South Korea,39,378,109
Rachel Brown,South Africa,27,298,43
Quentin Brown,China,76,154,164
Kevin Allen,Canada,73,396,164
Ursula Costanza,India,17,456,13
Ian Prince,France,38,377,103
Helen Harris,Spain,64,147,481
Charlie Davis,Austria,32,252,242
Ursula Brown,Brazil,45,348,370
Charlie Hall,India,70,336,133
Steve Williams,Brazil,71,365,168
Oscar Davis,South Africa,83,266,306
Paula Hunt,India,25,308,16
Charlie Brown,Russia,85,179,492
Laura Anderson,USA,63,388,249
Yvonne Anderson,South Korea,82,249,446
Bob Keller,Russia,79,50,248
Ian Moore,South Korea,18,408,428
Yvonne Moore,Netherlands,47,73,270
Laura Costanza,Brazil,77,128,204
Ethan Costanza,UK,58,389,228
Mike Hunt,Germany,75,86,198
Nina Lee,Brazil,31,451,273
Wendy White,Namibia,59,89,488
Wendy Walker,China,82,223,73
Laura Keller,Norway,65,110,298
Ian Hall,India,52,96,69
Ian Costanza,South Korea,23,303,427
George Wright,Mexico,34,198,387
Yvonne Lewis,Spain,68,114,449
Julia Anderson,Israel,42,4,129
Diana Williams,Finland,55,173,336
Quentin Lee,Denmark,17,36,305
Helen Walker,Puerto Rico,78,402,449
Fiona Rodriguez,Denmark,79,163,329
Yvonne Martin,Austria,84,13,405
Paula Costanza,Israel,59,357,353
Xavier Thompson,Italy,18,238,54
Oscar Clark,UK,68,181,166
Alice Gallagher,South Africa,54,244,69
Ethan Costanza,Japan,49,454,212
Victor Thomas,Australia,21,78,7
Oscar Harris,Norway,78,294,221
Mike King,Puerto Rico,60,268,42
Wendy Costanza,Israel,45,393,152
Wendy Anderson,Puerto Rico,72,428,380
Mike Young,Spain,45,204,362
Wendy Lewis,Denmark,68,345,127
Oscar Rodriguez,South Africa,31,94,494
Bob Anderson,Norway,79,255,397
Nina Moore,Mexico,23,130,318
Laura Wright,UK,66,404,483
Ursula Lee,Spain,60,425,44
Xavier Lee,Italy,27,178,339
Laura Martin,Ukraine,38,316,441
Ethan Thompson,Italy,40,208,74
Ian Hall,USA,50,222,247
Paula Lee,India,41,285,122
Steve Jackson,Germany,35,321,486
Oscar Rodriguez,Denmark,36,346,464
Mike Costanza,China,49,468,46
Helen Jackson,France,40,353,430
Tina Thompson,Argentina,56,42,154
Charlie Gallagher,UK,24,38,393
Steve Williams,Denmark,79,486,250
Helen Martin,Poland,38,347,121
Oscar King,Israel,75,213,63
Diana Jackson,Ukraine,84,376,145
Steve Hall,China,40,260,448
Julia Williams,USA,82,57,39
Alice White,Australia,27,86,136
Bob Hall,China,70,371,212
Paula Clark,Denmark,28,315,273
Mike King,Denmark,53,181,104
Helen Clark,Switzerland,74,117,105
Diana Brown,Arizona,54,225,205
Bob Costanza,Russia,21,241,228
Oscar Costanza,Finland,47,121,296
Nina Anderson,Russia,50,463,159
Charlie Gallagher,China,63,246,418
Steve Rodriguez,USA,38,235,386
Ethan Brown,Switzerland,58,84,462
Laura Davis,Australia,16,489,317
Quentin Thompson,Norway,59,160,478
Xavier Harris,India,23,6,147
Paula White,Puerto Rico,21,420,496
Diana Hunt,Argentina,18,288,235
Alice Costanza,South Africa,28,475,451
Diana Harris,Switzerland,84,215,38
Alice Davis,USA,83,103,28
Diana White,Switzerland,59,386,478
Victor Walker,Canada,73,500,285
Bob Brown,Poland,68,458,20
Quentin Rodriguez,Belgium,40,403,286
Victor Wright,South Korea,26,308,491
Mike Hunt,Israel,29,415,307
Ian Anderson,Arizona,52,200,318
Bob Young,Finland,79,297,86
Helen Gallagher,Japan,85,102,293
Kevin Moore,Belgium,85,455,457
Laura Costanza,Argentina,45,98,168
Mike Hunt,South Africa,30,312,178
Charlie Thompson,Austria,46,51,279
Ursula Lewis,Netherlands,75,266,195
Tina King,Finland,68,263,241
Xavier Lewis,Denmark,74,360,104
Oscar Allen,Finland,65,274,267
Zachary Brown,Argentina,57,379,353
Tina Hall,Belgium,71,179,74
Diana Harris,Sweden,54,270,244
Rachel Harris,South Africa,82,13,64
Alice Jackson,Italy,27,259,146
Zachary Hunt,Denmark,54,64,380
Bob Gallagher,Australia,22,188,274
Helen Jackson,Poland,76,396,284
Quentin Williams,India,60,69,193
Fiona Young,Arizona,47,489,472
Victor Rodriguez,Netherlands,72,203,498
Bob Martin,Puerto Rico,20,204,75
Laura Williams,Russia,76,374,335
Tina Gallagher,Austria,28,49,317
Wendy Rodriguez,Germany,57,467,224
Wendy Brown,Denmark,46,372,93
Helen Hunt,Switzerland,71,252,355
Helen Harris,Ukraine,48,370,488
Alice Davis,China,43,62,36
Charlie King,Spain,18,433,375
Ethan Thompson,Spain,38,59,202
Helen Davis,India,53,343,347
Ursula Prince,India,32,339,231
Helen Keller,South Africa,18,311,365
Kevin Rodriguez,Austria,47,164,149
Nina Lewis,Netherlands,47,401,72
Mike King,South Africa,33,132,78
Steve Young,South Africa,64,420,115
Steve Williams,Arizona,51,68,339
Mike Martin,Sweden,42,257,475
Ursula Lee,Russia,38,76,271
Bob Williams,Netherlands,44,329,242
Alice Walker,Belgium,18,320,413
Yvonne Hall,Switzerland,25,147,34
Oscar Hall,Brazil,47,200,58
Fiona Keller,Sweden,41,281,47
Rachel Lewis,Mexico,59,324,144
Victor Walker,Arizona,60,420,42
Wendy Wright,Ukraine,36,124,396
Quentin Hall,Ukraine,72,78,179
Bob Wright,Denmark,74,365,39
Helen Hunt,Canada,44,231,419
Wendy Young,UK,18,453,122
Diana Keller,Israel,66,160,150
Helen Lee,USA,26,169,347
Helen Keller,Ukraine,44,430,499
George Allen,Canada,70,185,21
Tina Williams,Italy,38,271,37
Quentin Thomas,India,65,154,171
Tina Wright,Germany,47,448,437
Victor Brown,Germany,65,239,476
Zachary Lewis,Japan,41,146,210
Rachel Young,France,64,322,410
Bob Harris,Norway,66,34,75
Diana Hall,India,55,242,72
Nina Moore,Netherlands,43,156,435
Alice Martin,Arizona,79,77,247
Yvonne Jackson,Switzerland,69,200,282
Tina Allen,India,23,228,107
Xavier Thomas,Canada,29,276,462
Bob Young,Namibia,42,56,204
Tina Clark,Canada,41,369,256
Steve King,Finland,47,497,366
Julia Hunt,UK,58,211,208
Quentin Williams,Puerto Rico,44,468,184
Zachary Gallagher,Austria,73,163,493
Mike White,Netherlands,85,477,4
Laura Keller,France,40,204,61
Bob Williams,South Africa,71,481,324
Bob Young,Ukraine,29,2,482
Bob Prince,Ukraine,16,24,320
Zachary Wright,China,37,203,139
Nina Hunt,Arizona,29,214,463
Oscar White,Canada,17,185,294
Helen King,Ukraine,49,41,190
Paula Young,Spain,46,297,254
Ian Gallagher,Mexico,75,145,77
Ursula Jackson,China,56,315,456
Paula King,Israel,70,167,46
Steve Rodriguez,South Korea,70,349,422
Laura Harris,Sweden,30,403,203
Bob Wright,Sweden,39,330,288
Victor Rodriguez,Namibia,49,344,274
Steve Moore,Israel,29,356,448
Paula Hunt,South Africa,44,355,362
Laura Hunt,Argentina,33,449,466
Quentin Williams,Argentina,36,441,110
Diana Thomas,Switzerland,20,340,495
Ethan White,Australia,21,6,335
Ethan King,Argentina,19,149,83
Victor Martin,France,85,245,279
Fiona Jackson,Brazil,49,194,254
Victor Williams,Arizona,80,384,169
Ursula Brown,South Africa,25,197,35
Helen Prince,Australia,31,236,475
Quentin Rodriguez,Argentina,27,223,331
Fiona Harris,South Africa,67,314,261
Paula Anderson,Canada,36,451,122
Helen Clark,South Korea,54,499,160
Mike Davis,Russia,74,291,374
Yvonne Jackson,Israel,63,473,382
Oscar Davis,Russia,72,400,6
Julia Lee,Mexico,55,333,325
Charlie White,Switzerland,65,63,132
Kevin Davis,Sweden,25,469,425
Helen Hunt,China,83,57,359
Mike Wright,China,21,155,423
Steve Prince,Finland,66,428,56
Bob Brown,India,32,222,32
Oscar Harris,Namibia,61,37,216
Julia Young,Germany,70,148,18
Alice Jackson,South Korea,53,178,53
Xavier Wright,Canada,80,449,88
